,atu,id,language,level_1,level_2,title
4308,UNKNOWN,8217,Polish,UNKNOWN,UNKNOWN,Wilczki
4309,UNKNOWN,8218,Polish,UNKNOWN,UNKNOWN,Winoszampańskie
4310,UNKNOWN,8219,Polish,UNKNOWN,UNKNOWN,Worki
4311,UNKNOWN,8220,Polish,UNKNOWN,UNKNOWN,Wróbel
4312,UNKNOWN,8221,Polish,UNKNOWN,UNKNOWN,Wyżełi brytan
4313,UNKNOWN,8222,Polish,UNKNOWN,UNKNOWN,Wyżełi brytan
4314,UNKNOWN,8223,Polish,UNKNOWN,UNKNOWN,Wybór
4315,UNKNOWN,8224,Polish,UNKNOWN,UNKNOWN,Zajączek
4316,UNKNOWN,8225,Polish,UNKNOWN,UNKNOWN,Zbytekprzygotowania
4317,UNKNOWN,8226,Polish,UNKNOWN,UNKNOWN,Ziemiai potok
4318,UNKNOWN,8227,Polish,UNKNOWN,UNKNOWN,Zrzebieci koń stary
4319,UNKNOWN,8228,Polish,UNKNOWN,UNKNOWN,Zwierzętai niedźwiedź
4320,UNKNOWN,8229,English,UNKNOWN,UNKNOWN,Elephant And Pug
4321,UNKNOWN,8231,Polish,UNKNOWN,UNKNOWN,Dwa muły
4322,463,8233,English,Tales of Magic,Supernatural Tasks,The Witch in the Stone Boat
4323,1313,8235,Dutch,Anecdotes and Jokes,Stories about a Fool,Van den man die dacht dat hij gestorven was
4324,311,8236,English,Tales of Magic,Supernatural Adversaries,The Cobbler and His Three Daughters
4325,UNKNOWN,8239,English,UNKNOWN,UNKNOWN,Asphurtzela
4326,709,8244,English,Tales of Magic,Other Tales of the Supernatural,The Enchanted Shoes
4327,552,8245,English,Tales of Magic,Supernatural Helpers,"Bash-Chalek; Or, True Steel"
4328,UNKNOWN,8269,French,UNKNOWN,UNKNOWN,La Sorcière
4329,UNKNOWN,8270,Danish,UNKNOWN,UNKNOWN,Tårnvægteren Ole
4330,UNKNOWN,8271,Italian,UNKNOWN,UNKNOWN,La volpe e il becco
4331,UNKNOWN,8272,Italian,UNKNOWN,UNKNOWN,I vizi umani
4332,UNKNOWN,8274,Italian,UNKNOWN,UNKNOWN,Il poeta: Testamento spiegato da Esopo 
4333,UNKNOWN,8276,Italian,UNKNOWN,UNKNOWN,Lo sparviero e le colombe
4334,57,8307,French,Animal Tales,Wild Animals,D'un corbeau et d'un renard
4335,57,8308,English,Animal Tales,Wild Animals,The Fox and the Crow
4336,57,8315,Dutch,Animal Tales,Wild Animals,De roek en de vos
4337,76,8320,Dutch,Animal Tales,Wild Animals,De wolf en de kraanvogel
4338,UNKNOWN,8322,English,UNKNOWN,UNKNOWN,The Frogs and the Fighting Bulls
4339,UNKNOWN,8330,German,UNKNOWN,UNKNOWN,Der Wolf und das Lamm
4340,280,8332,English,Animal Tales,Other Animals and Objects,The ant and the Grasshopper
4341,280,8333,German,Animal Tales,Other Animals and Objects,Die Ameise und die Grille
4342,UNKNOWN,8334,German,UNKNOWN,UNKNOWN,Der Löwe und der Fuchs
4343,UNKNOWN,8335,German,UNKNOWN,UNKNOWN,Der Wolf und der Kuckuck
4344,UNKNOWN,8336,German,UNKNOWN,UNKNOWN,Der Wolf und das Mäuslein
4345,UNKNOWN,8337,German,UNKNOWN,UNKNOWN,Das Schwein unter der Eiche
4346,UNKNOWN,8338,German,UNKNOWN,UNKNOWN,Der Frosch und der Ochse
4347,UNKNOWN,8340,German,UNKNOWN,UNKNOWN,"Der Frosch, der so groß werden wollte wie der Stier"
4348,UNKNOWN,8342,Spanish,UNKNOWN,UNKNOWN,La rana y el buey
4349,UNKNOWN,8345,Italian,UNKNOWN,UNKNOWN,La rana e il bue
4350,UNKNOWN,8346,Italian,UNKNOWN,UNKNOWN,La rana e il bue
4351,UNKNOWN,8347,Russian,UNKNOWN,UNKNOWN,Лопнувшая лягушка и бык
4352,UNKNOWN,8348,Russian,UNKNOWN,UNKNOWN,Волк и ягнёнок
4353,UNKNOWN,8349,Russian,UNKNOWN,UNKNOWN,Бык и Жаба
4354,57,8350,Russian,Animal Tales,Wild Animals,Лисица и ворон
4355,UNKNOWN,8351,Czech,UNKNOWN,UNKNOWN,Žába a vůl
4356,57,8352,Czech,Animal Tales,Wild Animals,Vrána a liška
4357,57,8353,Czech,Animal Tales,Wild Animals,Krkavec a liška
4358,57,8355,Spanish,Animal Tales,Wild Animals,La zorra y el cuervo gritón
4359,UNKNOWN,8372,Dutch,UNKNOWN,UNKNOWN,"De zwaan, de kreeft en de snoek"
4360,UNKNOWN,8373,Dutch,UNKNOWN,UNKNOWN,Het zwijn onder de eik
4361,UNKNOWN,8376,English,UNKNOWN,UNKNOWN,A Hog under an Oak
4362,280,8377,English,Animal Tales,Other Animals and Objects,Dragonfly and the Ant
4363,280,8378,Hungarian,Animal Tales,Other Animals and Objects,A tücsök meg a hangya
4364,440,8380,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A békakirályfi
4365,710,8381,Hungarian,Tales of Magic,Other Tales of the Supernatural,Szűz Mária leánya
4366,326,8382,Hungarian,Tales of Magic,Supernatural Adversaries,A félelemkereső
4367,123,8383,Hungarian,Animal Tales,Wild Animals and Domestic Animals,A farkas és a kecskollók
4368,451,8384,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A tizenkét testvér
4369,UNKNOWN,8385,Hungarian,UNKNOWN,UNKNOWN,Hamupipőke
4370,451,8386,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A hét holló
4371,333,8387,Hungarian,Tales of Magic,Supernatural Adversaries,Piros sapkácska
4372,130,8388,Hungarian,Animal Tales,Wild Animals and Domestic Animals,A muzsikusok
4373,709,8389,Hungarian,Tales of Magic,Other Tales of the Supernatural,Hófehérke
4374,1641,8390,Hungarian,Anecdotes and Jokes,Stories about a Man,Mindentudó doktor
4375,402,8391,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A molnárinas és a macska
4376,426,8392,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Hófehérke és Rózsapiroska
4377,555,8393,Hungarian,Tales of Magic,Supernatural Helpers,A halász és a felesége
4378,533,8394,Hungarian,Tales of Magic,Supernatural Helpers,A libapásztor királykisasszony
4379,403,8395,Hungarian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A fehér és a fekete menyasszony
4380,1384,8396,Hungarian,Anecdotes and Jokes,Stories about Married Couples,Az okos emberek
4381,UNKNOWN,8397,Hungarian,UNKNOWN,UNKNOWN,Az okos szabócska
4382,1321,8398,Hungarian,Anecdotes and Jokes,Stories about a Fool,A hét sváb
4383,327,8399,Hungarian,Tales of Magic,Supernatural Adversaries,Jancsika és Juliska
4384,UNKNOWN,8403,Russian,UNKNOWN,UNKNOWN,"Петух, Кот и Мышонок"
4385,UNKNOWN,8407,Russian,UNKNOWN,UNKNOWN,Рыбак и рыбка
4386,UNKNOWN,8411,Dutch,UNKNOWN,UNKNOWN,Een wolf en een lam
4387,UNKNOWN,8413,Czech,UNKNOWN,UNKNOWN,"Liška, opice a zvířata"
4388,280,8414,English,Animal Tales,Other Animals and Objects,The Grasshopper and the Ant
4389,UNKNOWN,8415,English,UNKNOWN,UNKNOWN,The Rat and the Elephant
4390,UNKNOWN,8416,Czech,UNKNOWN,UNKNOWN,"Kohout, kočka a myška"
4391,298,8417,Czech,Animal Tales,Other Animals and Objects,Vítr a slunce
4392,UNKNOWN,8418,Czech,UNKNOWN,UNKNOWN,Medvěd a dva soudruzi
4393,60,8419,Czech,Animal Tales,Wild Animals,Liška a čáp
4394,UNKNOWN,8420,Czech,UNKNOWN,UNKNOWN,Moucha a mravenec
4395,UNKNOWN,8421,English,UNKNOWN,UNKNOWN,The Hare and the Partridge
4396,UNKNOWN,8422,English,UNKNOWN,UNKNOWN,The Gardener and his Landlord
4397,UNKNOWN,8423,English,UNKNOWN,UNKNOWN,The Man and his Image
4398,UNKNOWN,8424,English,UNKNOWN,UNKNOWN,The Animals Sick of the Plague
4399,UNKNOWN,8425,English,UNKNOWN,UNKNOWN,The Unhappily Married Man
4400,UNKNOWN,8426,English,UNKNOWN,UNKNOWN,The Rat Retired From the World
4401,UNKNOWN,8427,English,UNKNOWN,UNKNOWN,The Maiden
4402,UNKNOWN,8428,English,UNKNOWN,UNKNOWN,The Wishes
4403,UNKNOWN,8429,English,UNKNOWN,UNKNOWN,The Dairy-woman and the Pail of Milk
4404,UNKNOWN,8430,English,UNKNOWN,UNKNOWN,The Priest and the Corpse
4405,UNKNOWN,8431,English,UNKNOWN,UNKNOWN,The Man Who Ran After Fortune and The Man Who Waited For her In his Bed
4406,UNKNOWN,8432,English,UNKNOWN,UNKNOWN,The Fortune-tellers
4407,UNKNOWN,8433,English,UNKNOWN,UNKNOWN,The Cobbler and the Financier
4408,UNKNOWN,8434,English,UNKNOWN,UNKNOWN,The Power of Fable
4409,UNKNOWN,8435,English,UNKNOWN,UNKNOWN,The Dog Who Carried his Master's Dinner
4410,UNKNOWN,8436,English,UNKNOWN,UNKNOWN,Thyrsis and Amaranth
4411,UNKNOWN,8437,English,UNKNOWN,UNKNOWN,The Horoscope
4412,UNKNOWN,8438,English,UNKNOWN,UNKNOWN,Education
4413,UNKNOWN,8439,English,UNKNOWN,UNKNOWN,Democritus and the People of Abdera
4414,UNKNOWN,8440,English,UNKNOWN,UNKNOWN,The Acorn and the Pumpkin
4415,UNKNOWN,8441,English,UNKNOWN,UNKNOWN,"The Schoolboy, the Pedant, and the Owner of a Garden"
4416,UNKNOWN,8442,English,UNKNOWN,UNKNOWN,The Sculptor and the Statue of Jupiter
4417,UNKNOWN,8443,English,UNKNOWN,UNKNOWN,The Oyster and the Pleaders
4418,UNKNOWN,8444,English,UNKNOWN,UNKNOWN,The Monkey and the Cat
4419,UNKNOWN,8445,English,UNKNOWN,UNKNOWN,"The Two Rats, the Fox, and the Egg"
4420,UNKNOWN,8446,English,UNKNOWN,UNKNOWN,The Dog With his Ears Cropped
4421,UNKNOWN,8447,English,UNKNOWN,UNKNOWN,The Rabbits
4422,UNKNOWN,8448,English,UNKNOWN,UNKNOWN,The Gods Wishing To Instruct a Son of Jupiter
4423,UNKNOWN,8449,English,UNKNOWN,UNKNOWN,"The Lion, the Monkey, and the Two Asses"
4424,UNKNOWN,8450,English,UNKNOWN,UNKNOWN,The Wolf and the Fox In the Well
4425,UNKNOWN,8451,English,UNKNOWN,UNKNOWN,The Companions of Ulysses
4426,UNKNOWN,8452,English,UNKNOWN,UNKNOWN,The Wolf and the Fox
4427,UNKNOWN,8453,English,UNKNOWN,UNKNOWN,Love and Folly
4428,UNKNOWN,8454,English,UNKNOWN,UNKNOWN,The Forest and the Woodcutter
4429,UNKNOWN,8455,English,UNKNOWN,UNKNOWN,The Fox and the Young Turkeys
4430,UNKNOWN,8456,English,UNKNOWN,UNKNOWN,The Ape
4431,UNKNOWN,8457,English,UNKNOWN,UNKNOWN,The Scythian Philosopher
4432,UNKNOWN,8458,English,UNKNOWN,UNKNOWN,The Elephant and Jupiter's Ape
4433,UNKNOWN,8459,English,UNKNOWN,UNKNOWN,The League of Rats
4434,UNKNOWN,8460,English,UNKNOWN,UNKNOWN,"The Arbiter, the Hospitaller, and the Hermit"
4435,UNKNOWN,8461,Dutch,UNKNOWN,UNKNOWN,The mier en de duif
4436,UNKNOWN,8462,Dutch,UNKNOWN,UNKNOWN,De ezel en de wolf
4437,UNKNOWN,8464,French,UNKNOWN,UNKNOWN,La Ligue des rats
4438,UNKNOWN,8609,French,UNKNOWN,UNKNOWN,Le Lion et le Chasseur
4439,UNKNOWN,8610,French,UNKNOWN,UNKNOWN,A Madame de Montespan
4440,UNKNOWN,8613,English,UNKNOWN,UNKNOWN,The Goose that Laid the Golden Egg
4441,UNKNOWN,8614,German,UNKNOWN,UNKNOWN,Von einem Hanen
4442,UNKNOWN,8830,English,UNKNOWN,UNKNOWN,The Man and the Adder
4443,UNKNOWN,8832,French,UNKNOWN,UNKNOWN,Le Chien et le Brebis
4444,34,8833,English,Animal Tales,Wild Animals,The Dog and the Cheese
4445,UNKNOWN,8836,Dutch,UNKNOWN,UNKNOWN,De kikkers vragen een koning
4446,UNKNOWN,8837,Dutch,UNKNOWN,UNKNOWN,De wolf en het lam
4447,UNKNOWN,8838,Italian,UNKNOWN,UNKNOWN,Il Lupo e l’Agnello
4448,UNKNOWN,8839,Spanish,UNKNOWN,UNKNOWN,El lobo y el cordero
4449,280,8842,Dutch,Animal Tales,Other Animals and Objects,Vande Mier ende Krekel
4450,UNKNOWN,8946,English,UNKNOWN,UNKNOWN,The Eagle and the Jackdaw
4451,292,8948,German,Animal Tales,Other Animals and Objects,Der Esel und die Baumgrille
4452,UNKNOWN,8950,English,UNKNOWN,UNKNOWN,The Fly and the Bee
4453,57,8952,Italian,Animal Tales,Wild Animals,La volpe e il corvo
4454,UNKNOWN,8958,French,UNKNOWN,UNKNOWN,C’est ainsi que Dieu créa la Femme
4455,UNKNOWN,8962,German,UNKNOWN,UNKNOWN,Von einem Hahn und einem Edelstein
4456,60,8968,Dutch,Animal Tales,Wild Animals,De spin en de schildpad
4457,60,8969,Russian,Animal Tales,Wild Animals,Паук и Черепаха
4458,60,8971,Danish,Animal Tales,Wild Animals,Edderkoppen og Skildpadden
4459,60,8973,German,Animal Tales,Wild Animals,Anne Lingemann	
4460,60,8974,Italian,Animal Tales,Wild Animals,Il ragno e la tartaruga
4461,60,8977,English,Animal Tales,Wild Animals,The Spider and the Turtle
4462,60,8978,Spanish,Animal Tales,Wild Animals,La araña y la tortuga
4463,60,8985,French,Animal Tales,Wild Animals,L'araignée et la tortue
4464,UNKNOWN,8988,English,UNKNOWN,UNKNOWN,The Fiddler in Hell
4465,UNKNOWN,9006,Russian,UNKNOWN,UNKNOWN,Волк и Журавль
4466,UNKNOWN,9007,Russian,UNKNOWN,UNKNOWN,Волк и Кобыла
4467,UNKNOWN,9008,Dutch,UNKNOWN,UNKNOWN,Koning Radboud
4468,UNKNOWN,9009,Dutch,UNKNOWN,UNKNOWN,Jan de Achtste van Arkel
4469,75,9026,Spanish,Animal Tales,Wild Animals,El león y el ratón
4470,75,9027,English,Animal Tales,Wild Animals,The Lion and the Mouse
4471,75,9041,English,Animal Tales,Wild Animals,The Lion and the Mouse
4472,75,9046,Czech,Animal Tales,Wild Animals,Lev a myš
4473,75,9048,German,Animal Tales,Wild Animals,Der Löwe und die Maus
4474,75,9051,French,Animal Tales,Wild Animals,Le lion et la souris
4475,75,9055,Italian,Animal Tales,Wild Animals,Il Leone e il Topolino
4476,75,9057,Dutch,Animal Tales,Wild Animals,De leeuw en de muis
4477,75,9059,Polish,Animal Tales,Wild Animals,Lew i Mysz
4478,75,9062,Russian,Animal Tales,Wild Animals,Лев и Мышь
4479,75,9064,Spanish,Animal Tales,Wild Animals,El león y el ratón
4480,75,9068,Danish,Animal Tales,Wild Animals,Løven og musen
4481,UNKNOWN,9072,English,UNKNOWN,UNKNOWN,The Crow and the Peacock
4482,UNKNOWN,9096,English,UNKNOWN,UNKNOWN,The Man and the Viper
4483,75,9097,Polish,Animal Tales,Wild Animals,Lew i mysz
4484,UNKNOWN,9100,French,UNKNOWN,UNKNOWN,Samba le satanique et Amary le pieux
4485,UNKNOWN,9106,English,UNKNOWN,UNKNOWN,The Lion and the Three Bulls
4486,UNKNOWN,9108,English,UNKNOWN,UNKNOWN,The Lion and the Shepherd
4487,57,9180,English,Animal Tales,Wild Animals,The fox and the crow
4488,57,9186,Dutch,Animal Tales,Wild Animals,De vos en de kraai
4489,UNKNOWN,9191,French,UNKNOWN,UNKNOWN,"Le Lion, la Panthère, la Tazourit et le Chacal."
4490,UNKNOWN,9192,English,UNKNOWN,UNKNOWN,"The Lion, the Panther, the Tazourit, and the Jackal"
4491,UNKNOWN,9220,Spanish,UNKNOWN,UNKNOWN,El Alacrán
4492,UNKNOWN,9226,Spanish,UNKNOWN,UNKNOWN,Cantor y Gaucho
4493,UNKNOWN,9227,Spanish,UNKNOWN,UNKNOWN,El Arbol de Plata
4494,UNKNOWN,9229,Spanish,UNKNOWN,UNKNOWN,Ñanco y el cuero
4495,UNKNOWN,9230,Spanish,UNKNOWN,UNKNOWN,Los bebedores de sangre
4496,UNKNOWN,9236,Hungarian,UNKNOWN,UNKNOWN,Az kakasról és drága kőről.
4497,UNKNOWN,9237,Hungarian,UNKNOWN,UNKNOWN,Az farkasról és a báránról.
4498,UNKNOWN,9238,Hungarian,UNKNOWN,UNKNOWN,Az egerekről és békákról.
4499,UNKNOWN,9239,Hungarian,UNKNOWN,UNKNOWN,Az ebről és árnékáról.
4500,UNKNOWN,9240,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és egyéb vadakról.
4501,UNKNOWN,9241,Hungarian,UNKNOWN,UNKNOWN,A farkasról és daruról.
4502,UNKNOWN,9242,Hungarian,UNKNOWN,UNKNOWN,A parasztról és a kígyóról.
4503,UNKNOWN,9243,Hungarian,UNKNOWN,UNKNOWN,A vad kanról és szamárról.
4504,UNKNOWN,9244,Hungarian,UNKNOWN,UNKNOWN,Az várasi és mezei egérről.
4505,UNKNOWN,9245,Hungarian,UNKNOWN,UNKNOWN,Az keselyről és csókáról.
4506,UNKNOWN,9246,Hungarian,UNKNOWN,UNKNOWN,Az hollóról és rókáról.
4507,UNKNOWN,9247,Hungarian,UNKNOWN,UNKNOWN,Az agg oroszlánról.
4508,UNKNOWN,9248,Hungarian,UNKNOWN,UNKNOWN,Az ebről és szamárról.
4509,UNKNOWN,9249,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és az egérről.
4510,UNKNOWN,9250,Hungarian,UNKNOWN,UNKNOWN,Az beteg kányáról.
4511,UNKNOWN,9251,Hungarian,UNKNOWN,UNKNOWN,Az fecskékről.
4512,UNKNOWN,9252,Hungarian,UNKNOWN,UNKNOWN,A békákról és az ő királyokról.
4513,UNKNOWN,9253,Hungarian,UNKNOWN,UNKNOWN,A galambokról és a kányákról.
4514,UNKNOWN,9254,Hungarian,UNKNOWN,UNKNOWN,Az lopóról és az ebről.
4515,UNKNOWN,9255,Hungarian,UNKNOWN,UNKNOWN,A farkasról és a kis szil disznóról.
4516,UNKNOWN,9256,Hungarian,UNKNOWN,UNKNOWN,A hegyeknek sziléséről.
4517,UNKNOWN,9257,Hungarian,UNKNOWN,UNKNOWN,A vadász ebről.
4518,70,9258,Hungarian,Animal Tales,Wild Animals,A nyulakról és a békákról.
4519,UNKNOWN,9259,Hungarian,UNKNOWN,UNKNOWN,Az kecske ollóról és a farkasról.
4520,UNKNOWN,9260,Hungarian,UNKNOWN,UNKNOWN,A szarvasról és farkasról.
4521,UNKNOWN,9261,Hungarian,UNKNOWN,UNKNOWN,A parasztról és a kígyóról.
4522,UNKNOWN,9262,Hungarian,UNKNOWN,UNKNOWN,A rókáról és az eszterágról.
4523,UNKNOWN,9263,Hungarian,UNKNOWN,UNKNOWN,Az farkasról és írott főről.
4524,UNKNOWN,9264,Hungarian,UNKNOWN,UNKNOWN,A szajkóról.
4525,UNKNOWN,9265,Hungarian,UNKNOWN,UNKNOWN,Az légyről és hangyáról.
4526,UNKNOWN,9266,Hungarian,UNKNOWN,UNKNOWN,Az békáról és az ökörről.
4527,UNKNOWN,9267,Hungarian,UNKNOWN,UNKNOWN,Az lóról és az oroszlánról.
4528,UNKNOWN,9268,Hungarian,UNKNOWN,UNKNOWN,Az lóról és szamárról.
4529,UNKNOWN,9269,Hungarian,UNKNOWN,UNKNOWN,Az madarakról és vadakról.
4530,UNKNOWN,9270,Hungarian,UNKNOWN,UNKNOWN,Az farkasról és rókáról.
4531,UNKNOWN,9271,Hungarian,UNKNOWN,UNKNOWN,A szarvasról.
4532,UNKNOWN,9272,Hungarian,UNKNOWN,UNKNOWN,Az kígyóról és az reszelőről.
4533,UNKNOWN,9273,Hungarian,UNKNOWN,UNKNOWN,Az farkasokról és bárányokról.
4534,UNKNOWN,9274,Hungarian,UNKNOWN,UNKNOWN,Az erdőről és paraszt emberről.
4535,UNKNOWN,9275,Hungarian,UNKNOWN,UNKNOWN,A hasról és egyéb tagokról.
4536,UNKNOWN,9276,Hungarian,UNKNOWN,UNKNOWN,A majomról és a rókáról.
4537,UNKNOWN,9277,Hungarian,UNKNOWN,UNKNOWN,A szarvasról és az ökrekről.
4538,UNKNOWN,9278,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és rókáról.
4539,UNKNOWN,9279,Hungarian,UNKNOWN,UNKNOWN,A rókáról és menyétről.
4540,UNKNOWN,9280,Hungarian,UNKNOWN,UNKNOWN,Az lóról és szarvasról.
4541,UNKNOWN,9281,Hungarian,UNKNOWN,UNKNOWN,Az két iffjúról.
4542,UNKNOWN,9282,Hungarian,UNKNOWN,UNKNOWN,Az ebről és a mészárosról.
4543,UNKNOWN,9283,Hungarian,UNKNOWN,UNKNOWN,Az ebről és az juhról.
4544,UNKNOWN,9284,Hungarian,UNKNOWN,UNKNOWN,Az bárányról és farkasról.
4545,UNKNOWN,9285,Hungarian,UNKNOWN,UNKNOWN,Az iffjúról és macskáról.
4546,UNKNOWN,9287,Hungarian,UNKNOWN,UNKNOWN,A lóról és szamárról.
4547,UNKNOWN,9288,Hungarian,UNKNOWN,UNKNOWN,A szén égetőről és a ruha fejérítőről.
4548,UNKNOWN,9289,Hungarian,UNKNOWN,UNKNOWN,Az madarászról és örves galombról.
4549,UNKNOWN,9290,Hungarian,UNKNOWN,UNKNOWN,Az trombitásról.
4550,UNKNOWN,9291,Hungarian,UNKNOWN,UNKNOWN,Az farkasról és az ebről.
4551,UNKNOWN,9292,Hungarian,UNKNOWN,UNKNOWN,A szántó emberről és ebekről.
4552,UNKNOWN,9293,Hungarian,UNKNOWN,UNKNOWN,A rókáról és az oroszlánról.
4553,UNKNOWN,9294,Hungarian,UNKNOWN,UNKNOWN,Az rókáról és keselyről.
4554,UNKNOWN,9295,Hungarian,UNKNOWN,UNKNOWN,A szántó emberről és a darvakról.
4555,UNKNOWN,9296,Hungarian,UNKNOWN,UNKNOWN,Az kakasról és a macskáról.
4556,UNKNOWN,9297,Hungarian,UNKNOWN,UNKNOWN,Az juh pásztorról és szántó emberekről.
4557,UNKNOWN,9298,Hungarian,UNKNOWN,UNKNOWN,Az keselyről és hollóról.
4558,UNKNOWN,9299,Hungarian,UNKNOWN,UNKNOWN,Az irégy ebről és ökerről.
4559,UNKNOWN,9300,Hungarian,UNKNOWN,UNKNOWN,Az varjúról és juhról.
4560,UNKNOWN,9301,Hungarian,UNKNOWN,UNKNOWN,A páváról és filemiléről.
4561,UNKNOWN,9302,Hungarian,UNKNOWN,UNKNOWN,A paraszt emberről és uráról.
4562,UNKNOWN,9303,Hungarian,UNKNOWN,UNKNOWN,Az vén menyétről és egerekről.
4563,UNKNOWN,9304,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és békáról.
4564,UNKNOWN,9305,Hungarian,UNKNOWN,UNKNOWN,Az hangyáról.
4565,UNKNOWN,9306,Hungarian,UNKNOWN,UNKNOWN,Az madarakról.
4566,UNKNOWN,9307,Hungarian,UNKNOWN,UNKNOWN,Az orvosról és betegről.
4567,UNKNOWN,9308,Hungarian,UNKNOWN,UNKNOWN,"Az oroszlánról, szamárról és rókáról."
4568,UNKNOWN,9309,Hungarian,UNKNOWN,UNKNOWN,Az gedelyéről és farkasról.
4569,UNKNOWN,9310,Hungarian,UNKNOWN,UNKNOWN,Az szamárról.
4570,UNKNOWN,9311,Hungarian,UNKNOWN,UNKNOWN,Egy aggnőről és szolgáló leányiról.
4571,UNKNOWN,9312,Hungarian,UNKNOWN,UNKNOWN,A szamárról és lóról.
4572,UNKNOWN,9313,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és kecskéről.
4573,UNKNOWN,9314,Hungarian,UNKNOWN,UNKNOWN,Az sasról és egyéb madarakról.
4574,UNKNOWN,9315,Hungarian,UNKNOWN,UNKNOWN,Az ludakról.
4575,UNKNOWN,9316,Hungarian,UNKNOWN,UNKNOWN,Jupiterről és a majomról.
4576,UNKNOWN,9317,Hungarian,UNKNOWN,UNKNOWN,Az tölyfáról és nádról.
4577,UNKNOWN,9318,Hungarian,UNKNOWN,UNKNOWN,Az halászról és halacskáról.
4578,UNKNOWN,9319,Hungarian,UNKNOWN,UNKNOWN,Az hangyáról és picsekről.
4579,UNKNOWN,9320,Hungarian,UNKNOWN,UNKNOWN,Az oroszlánról és bikáról.
4580,UNKNOWN,9321,Hungarian,UNKNOWN,UNKNOWN,Az dajkáról és farkasról.
4581,UNKNOWN,9322,Hungarian,UNKNOWN,UNKNOWN,Az teknősbékáról és keselyről.
4582,UNKNOWN,9323,Hungarian,UNKNOWN,UNKNOWN,Az rákról és fiáról.
4583,UNKNOWN,9324,Hungarian,UNKNOWN,UNKNOWN,Az napról és az északi szélről.
4584,UNKNOWN,9325,Hungarian,UNKNOWN,UNKNOWN,A szamárról.
4585,UNKNOWN,9326,Hungarian,UNKNOWN,UNKNOWN,Az békáról és rókáról.
4586,UNKNOWN,9327,Hungarian,UNKNOWN,UNKNOWN,Az maró ebről.
4587,UNKNOWN,9328,Hungarian,UNKNOWN,UNKNOWN,Két barátosokról és az medvéről.
4588,UNKNOWN,9329,Hungarian,UNKNOWN,UNKNOWN,Az tevéről.
4589,UNKNOWN,9330,Hungarian,UNKNOWN,UNKNOWN,A kopasz lovagról.
4590,UNKNOWN,9331,Hungarian,UNKNOWN,UNKNOWN,Két fazékról.
4591,UNKNOWN,9332,Hungarian,UNKNOWN,UNKNOWN,Az paraszt emberről és a Szerencséről.
4592,UNKNOWN,9333,Hungarian,UNKNOWN,UNKNOWN,Az bikáról és kecskéről.
4593,UNKNOWN,9334,Hungarian,UNKNOWN,UNKNOWN,Az páváról és daruról.
4594,UNKNOWN,9335,Hungarian,UNKNOWN,UNKNOWN,A tölyfáról és nádról.
4595,UNKNOWN,9336,Hungarian,UNKNOWN,UNKNOWN,Az tigrisről és rókáról.
4596,UNKNOWN,9337,Hungarian,UNKNOWN,UNKNOWN,Az bikákról és oroszlánról.
4597,UNKNOWN,9338,Hungarian,UNKNOWN,UNKNOWN,Az jegenyefáról és szilfáról.
4598,UNKNOWN,9339,Hungarian,UNKNOWN,UNKNOWN,Az fösvény emberről és irégyről.
4599,UNKNOWN,9340,Hungarian,UNKNOWN,UNKNOWN,Az varjúról és egy edénről.
4600,UNKNOWN,9342,Hungarian,UNKNOWN,UNKNOWN,Az parasztról és tulokról.
4601,UNKNOWN,9343,Hungarian,UNKNOWN,UNKNOWN,Az gyermekről és lopóról.
4602,UNKNOWN,9344,Hungarian,UNKNOWN,UNKNOWN,Az erdei istenről és úton járó emberről.
4603,UNKNOWN,9345,Hungarian,UNKNOWN,UNKNOWN,Az vad kanról és emberről.
4604,UNKNOWN,9346,Hungarian,UNKNOWN,UNKNOWN,Az bikáról és egérről.
4605,UNKNOWN,9347,Hungarian,UNKNOWN,UNKNOWN,Az paraszt emberről és Herculesről.
4606,UNKNOWN,9348,Hungarian,UNKNOWN,UNKNOWN,Az lúdról.
4607,UNKNOWN,9349,Hungarian,UNKNOWN,UNKNOWN,Az picsekről és hangyáról.
4608,UNKNOWN,9350,Hungarian,UNKNOWN,UNKNOWN,Az majomról és az ő két fiáról.
4609,UNKNOWN,9351,Hungarian,UNKNOWN,UNKNOWN,Az ökörről és tulokról.
4610,UNKNOWN,9352,Hungarian,UNKNOWN,UNKNOWN,Az ebről és oroszlánról.
4611,UNKNOWN,9353,Hungarian,UNKNOWN,UNKNOWN,Az halakról.
4612,UNKNOWN,9354,Hungarian,UNKNOWN,UNKNOWN,Az párdusról és rókáról.
